GROW ID,課題設定,解決意向,創造性,論理的思考,疑う力,個人的実行力,内的価値,ヴィジョン,自己効力,成長,興味,耐性,感情コントロール,決断力,表現力,共感・傾聴力,外交性,柔軟性,寛容,影響力の行使,情熱・宣教力,組織への働きかけ,地球市民,組織へのコミットメント,誠実さ,課題設定（自己評価）,解決意向（自己評価）,創造性（自己評価）,論理的思考（自己評価）,疑う力（自己評価）,個人的実行力（自己評価）,内的価値（自己評価）,ヴィジョン（自己評価）,自己効力（自己評価）,成長（自己評価）,興味（自己評価）,耐性（自己評価）,感情コントロール（自己評価）,決断力（自己評価）,表現力（自己評価）,共感・傾聴力（自己評価）,外交性（自己評価）,柔軟性（自己評価）,寛容（自己評価）,影響力の行使（自己評価）,情熱・宣教力（自己評価）,組織への働きかけ（自己評価）,地球市民（自己評価）,組織へのコミットメント（自己評価）,誠実さ（自己評価）
F10000051,47.148093643123886,64.34969846200825,66.63441987950826,77.78499422507221,70.77084413393376,87.96738610746061,79.3401394213991,71.18164639232818,93.24773513906389,68.87092125147507,71.1995244191602,91.5092966275676,80.92850038691566,81.15421928715658,65.5929477145307,65.37059690194764,70.42272137686379,83.20720277994846,77.00647627392334,69.58016796214548,76.33754699598542,71.34640180530369,61.14700039890927,80.72762210300684,74.32801431845921,75.08912927927354,83.12520389356602,79.76387125164277,80.24877272386183,88.48294140009347,96.01854200310089,66.60049962615962,93.36119054510064,84.76899145114615,97.08105787517192,81.69418102504997,75.9098393555685,109.14288142934167,93.23321430164386,101.60008665109856,94.02859135066005,90.62627587145461,93.23650253270026,100.90851215449884,76.41275848350243,68.47747076712739,73.96613823085822,78.349273568115,70.99678307776907,94.02443103481227
F10000018,56.58720805404223,54.20145058923721,59.6423351108365,71.56699320433435,60.48327014764055,62.443951477976256,75.12168757241189,53.61875463679756,75.79891292293132,63.0476983288148,73.86407243619388,71.87878653488029,66.08770113926876,62.80821811339474,51.38853148107796,55.69246615390522,76.15477922324955,69.49855720356193,62.43976048100412,44.416391741519504,70.13996288366364,55.771194456094484,45.87442732434799,50.10050814147985,58.02319702407959,50.08912927927353,41.45853722689937,54.76387125164278,55.24877272386184,46.81627473342679,71.01854200310088,91.60049962615963,43.36119054510065,34.768991451146164,47.08105787517192,65.0275143583833,59.24317268890182,75.80954809600833,51.56654763497719,59.93341998443189,44.028591350660044,98.95960920478795,59.90316919936693,59.241845487832165,51.41275848350243,51.810804100460714,57.299471564191556,45.015940234781674,29.330116411102406,44.02443103481226
F10000037,57.0171423202717,57.52351892836178,66.46652936912369,65.90175558970654,43.465616325981344,82.65312019153374,72.51564972355534,55.94599320034578,72.01843022794843,76.01406642273147,55.99194437233175,83.21400849859243,67.494706617529,66.71264720008378,52.39381791522414,54.599835410627584,56.44855126171477,70.24863987843504,63.00030683823389,48.700951435776304,70.05010409581438,60.58782707300051,41.98066087235182,60.735809431417465,60.44115690234095,100.08912927927354,99.7918705602327,79.76387125164277,71.91543939052849,55.14960806676012,104.35187533643422,91.60049962615963,93.36119054510064,101.43565811781282,88.74772454183858,98.36084769171664,84.24317268890182,67.476214762675,76.56654763497718,109.9334199844319,44.028591350660044,98.95960920478795,101.5698358660336,84.24184548783217,93.0794251501691,93.47747076712739,90.63280489752489,28.34927356811501,87.66344974443574,35.69109770147893
F10000026,80.07233560373342,83.83818153360072,73.29840553756452,100.87004015967798,89.30535262013838,88.1754701359324,88.46621393329413,93.1017472882209,90.92002842544215,88.53168095178724,87.61172679863576,95.0926643444757,87.82531867513711,93.65293019364111,85.3199888186042,87.63005195277307,93.50749438308661,93.80258141458805,87.16108573789244,83.05007144155816,97.4832634992626,85.09779216420677,78.77416193816426,92.1537040335532,83.04890197487144,58.422462612606864,74.7918705602327,46.43053791830945,71.91543939052849,55.14960806676012,62.68520866976755,58.267166292826296,43.36119054510065,51.43565811781283,63.74772454183859,56.69418102504998,75.9098393555685,59.14288142934167,68.23321430164384,59.93341998443189,60.695258017326715,57.29294253812128,59.90316919936693,59.241845487832165,59.746091816835765,43.477470767127386,48.96613823085822,36.68260690144834,54.330116411102395,60.69109770147893
F10000044,37.85035575557512,34.52795688462933,32.88639534828489,50.82079923931814,50.47083197036528,51.04358762938769,42.86396750874368,18.885388404424393,50.882915245634564,59.68243829588048,47.0256626315965,75.88491034460792,53.985377269938745,61.863772783753966,48.26008603354942,72.70318746724837,70.16222309638242,54.41156163188668,85.46757990937384,42.75328755615443,59.303724274205905,55.12854368826367,54.48288605017248,55.24602142518326,64.18896769821886,50.08912927927353,49.7918705602327,46.43053791830945,55.24877272386184,38.48294140009345,71.01854200310088,49.93383295949296,43.36119054510065,51.43565811781283,72.08105787517191,56.69418102504998,50.90983935556849,59.14288142934167,68.23321430164384,59.93341998443189,69.02859135066004,65.62627587145461,59.90316919936693,50.90851215449883,51.41275848350243,43.477470767127386,57.299471564191556,45.015940234781674,37.66344974443574,69.02443103481225
F10000019,45.43505526422484,41.360742606691055,24.363270340296822,49.52108738431971,47.83234767052292,63.070071979588064,44.006924218828274,22.84745421997892,53.772882065085376,52.574259265621656,44.62467773916924,79.09432362520248,63.64426507251017,63.517500818414454,43.23003020026614,60.8158552219001,45.785347037196345,55.07505787065055,70.92081502824736,35.48497973721915,54.915456461979716,48.05836640836247,40.69897137124489,53.9982068582397,53.19856434731254,41.75579594594019,58.12520389356604,38.09720458497611,38.582106057195176,46.81627473342679,62.68520866976755,49.93383295949296,26.694523878433984,34.768991451146164,55.41439120850526,40.02751435838331,59.24317268890182,59.14288142934167,34.899880968310526,43.26675331776523,27.36192468399338,48.959609204787945,51.56983586603359,75.90851215449884,26.41275848350243,26.810804100460718,40.632804897524885,53.34927356811501,29.330116411102406,52.357764368145595
F10000009,33.74745121300718,39.74316323506068,51.99129221937963,49.59119109348862,25.948392907651087,47.09351996537633,35.98209274557857,21.588960722980193,49.756576436277776,12.811286122384196,33.501460654714464,53.16708272592459,52.913540958631266,38.21537354066282,40.00803473205127,25.83000931288848,74.65327786714164,43.416202367460116,32.946351090981594,21.901418852001935,26.97113391225976,34.96698722868982,30.260181242457193,20.12625719974317,55.32431030298523,50.08912927927353,49.7918705602327,46.43053791830945,46.915439390528505,46.81627473342679,62.68520866976755,74.93383295949296,51.694523878433984,51.43565811781283,47.08105787517192,48.36084769171664,50.90983935556849,59.14288142934167,51.56654763497719,59.93341998443189,52.36192468399338,65.62627587145461,59.90316919936693,67.5751788211655,51.41275848350243,43.477470767127386,40.632804897524885,28.34927356811501,37.66344974443574,52.357764368145595
F10000014,54.03981039209651,40.233507383692384,30.663085563604316,73.44796115996189,64.7397629774764,60.393902033054594,56.9762327319637,25.04243918942558,57.69006383497153,68.08121442002452,53.33878257602705,72.91825696017992,72.04332915131266,55.75483164094222,29.19080965642963,58.28025500216307,59.87627164316862,57.554917735343075,69.74650079709573,49.153874033244705,50.429992810818874,60.8982538925481,44.167169917304165,51.530473660198425,68.68369891912624,50.08912927927353,49.7918705602327,38.09720458497611,55.24877272386184,63.482941400093445,62.68520866976755,58.267166292826296,43.36119054510065,59.768991451146164,72.08105787517191,56.69418102504998,92.57650602223517,67.476214762675,59.899880968310526,34.93341998443189,69.02859135066004,57.29294253812128,59.90316919936693,75.90851215449884,59.746091816835765,43.477470767127386,57.299471564191556,45.015940234781674,62.66344974443574,69.02443103481225
F10000027,82.81855987886479,72.91417277539067,66.687510081189,91.72635032432288,75.249262359141,73.10764438419115,81.60611661788103,62.556270515626835,82.4143589098692,63.22688193942497,77.7075282493605,72.47604533677018,83.55528056710848,83.8383193615259,70.1830550995441,64.83892554532696,64.42888657359525,79.2760253623191,70.47378122841731,71.05001661960345,78.93397423628566,72.25814784983844,52.91798670373412,66.05953272765852,88.7973947296922,75.08912927927354,74.7918705602327,63.097204584976105,71.91543939052849,55.14960806676012,71.01854200310088,83.26716629282629,26.694523878433984,51.43565811781283,55.41439120850526,56.69418102504998,50.90983935556849,59.14288142934167,68.23321430164384,59.93341998443189,52.36192468399338,48.959609204787945,76.56983586603359,50.90851215449883,68.07942515016909,43.477470767127386,48.96613823085822,36.68260690144834,37.66344974443574,60.69109770147893
F10000004,63.706354514453125,53.38482943462236,36.16581707155758,81.74713523487291,55.0662275631572,53.99913336853532,60.418867209214305,25.177765989267556,63.68987012506737,43.506199509479046,44.59664706347559,77.43165047418685,50.65902859962657,69.06522134407302,52.645766755627875,58.962963223558354,52.84841708961052,61.252172251186686,52.51126941129707,60.69848222991925,61.23055643147083,63.76878211144738,39.585151044353736,54.847835599536296,76.4229897604379,41.75579594594019,49.7918705602327,29.763871251642783,30.24877272386184,46.81627473342679,37.68520866976755,58.267166292826296,18.361190545100648,43.10232478447949,38.74772454183859,23.360847691716646,25.909839355568486,25.809548096008335,59.899880968310526,34.93341998443189,44.028591350660044,57.29294253812128,43.236502532700264,42.575178821165494,51.41275848350243,26.810804100460718,32.299471564191556,28.34927356811501,20.996783077769077,60.69109770147893
F10000041,87.07679989858039,69.73942060343067,68.84906529799493,89.25674744930234,77.38920184022214,79.21200414264855,76.60211784158446,54.37424606593018,73.2962915107554,72.87202573565953,64.70855549152223,86.90489695221224,89.42990905702082,82.63506553756052,72.52355573016334,85.71617418493182,76.26612739589224,85.47281539355957,90.13066755804672,43.6178495556308,88.91042404009768,74.53326135380495,61.94592551782978,70.18893367134187,76.44171309919733,50.08912927927353,74.7918705602327,38.09720458497611,63.582106057195176,71.8162747334268,62.68520866976755,74.93383295949296,60.027857211767305,34.768991451146164,55.41439120850526,56.69418102504998,67.57650602223515,59.14288142934167,59.899880968310526,43.26675331776523,60.695258017326715,32.29294253812128,59.90316919936693,84.24184548783217,26.41275848350243,43.477470767127386,48.96613823085822,36.68260690144834,54.330116411102395,69.02443103481225
F10000033,59.705513801474055,61.420639019958344,69.73602889722302,76.75428917435715,63.42467059587197,83.19545123883954,79.98747306219688,46.206121375069785,72.93234150461232,56.61146373614858,61.00571861149044,79.99451805597032,87.87077663934521,72.72212563864615,59.14637628891853,77.30937465162046,65.12155235232125,88.26647151814777,90.67902335947076,30.259282326398594,89.88380896958269,63.24524251860336,60.666320172307564,60.88526680283583,65.06967642934437,83.42246261260686,83.12520389356602,96.43053791830944,96.91543939052852,96.8162747334268,104.35187533643422,99.93383295949296,76.69452387843398,84.76899145114615,88.74772454183858,98.36084769171664,92.57650602223517,100.80954809600834,84.89988096831051,76.60008665109855,102.36192468399338,90.62627587145461,109.90316919936693,100.90851215449884,76.41275848350243,93.47747076712739,82.29947156419155,95.01594023478168,79.33011641110241,94.02443103481227
F10000020,89.25993517321261,86.68729591805307,71.05310151586099,105.22382282321666,91.17398044835323,91.97593922600642,77.79314640463947,69.81704758405937,88.0088332094797,80.84601863554464,91.02705349008718,89.47731771074551,74.02819653826845,95.18194132822528,88.00981956560713,85.89580927473085,70.9686467894328,94.60618263728438,99.67937448565762,83.66662328360498,100.57241721520232,94.07238165605537,72.35878733880791,85.33995177724313,87.60709614472599,83.42246261260686,99.7918705602327,71.43053791830944,80.24877272386183,96.8162747334268,71.01854200310088,83.26716629282629,26.694523878433984,59.768991451146164,80.41439120850525,98.36084769171664,67.57650602223515,50.809548096008335,84.89988096831051,101.60008665109856,102.36192468399338,23.959609204787945,93.23650253270026,92.57517882116551,34.746091816835765,68.47747076712739,90.63280489752489,78.349273568115,87.66344974443574,85.69109770147892
F10000029,89.66082612898649,82.64032412792055,62.77342903198543,97.84114525411091,85.3769165531862,91.77237067426093,77.62722389414007,58.79892764395767,80.85303815145613,72.15188846139115,67.38909278521957,95.15889943052322,86.6442081057292,89.2740995609115,70.15935744342073,83.47428376875169,71.85601799910982,86.7741357247348,96.55504112744376,74.5997403288389,91.21781924388533,86.11144096903888,62.32924434966003,74.45542110950765,78.54246753435869,66.75579594594019,74.7918705602327,63.097204584976105,71.91543939052849,71.8162747334268,71.01854200310088,91.60049962615963,60.027857211767305,59.768991451146164,97.08105787517192,73.36084769171664,67.57650602223515,84.14288142934167,68.23321430164384,59.93341998443189,60.695258017326715,73.95960920478794,84.90316919936693,92.57517882116551,59.746091816835765,60.14413743379404,82.29947156419155,70.01594023478168,79.33011641110241,85.69109770147892
F10000031,83.00210088438047,75.74966164304357,66.8853909438171,96.57547607377819,90.419775916108,79.34187081227118,90.60305186744678,79.15836689967522,87.42644209756443,74.64487359930045,72.68907572262974,91.4761949963116,86.11352698590332,88.43136875572746,78.3972185549947,84.72670589919687,88.68594577901146,91.02460673631951,89.08450545714926,81.68291734221323,98.43926229048573,90.00714026666594,63.917519109258805,91.77289894502093,88.37540824981448,83.42246261260686,83.12520389356602,79.76387125164277,71.91543939052849,63.482941400093445,79.35187533643422,83.26716629282629,43.36119054510065,93.10232478447949,72.08105787517191,56.69418102504998,84.24317268890182,109.14288142934167,84.89988096831051,109.9334199844319,102.36192468399338,82.29294253812128,101.5698358660336,100.90851215449884,84.74609181683576,85.14413743379406,82.29947156419155,45.015940234781674,37.66344974443574,60.69109770147893
F10000035,79.1847890545822,55.72823076245598,64.32595181004847,91.24967164080232,70.73907615793031,76.17727066836163,78.52864381783212,45.77480502511254,71.98962314542568,58.92008020664922,72.99577314179969,74.61011560738751,62.56698414439884,77.7292842222249,60.224587069711035,67.85547442631446,55.05447463696355,84.95191521444377,88.84352400828237,28.77082224017982,74.34160795591332,58.9626459761313,60.23719260596893,67.41834723478115,76.30777732067821,75.08912927927354,49.7918705602327,46.43053791830945,55.24877272386184,71.8162747334268,62.68520866976755,99.93383295949296,18.361190545100648,43.10232478447949,72.08105787517191,65.0275143583833,59.24317268890182,67.476214762675,51.56654763497719,43.26675331776523,27.36192468399338,40.62627587145462,76.56983586603359,84.24184548783217,9.74609181683576,43.477470767127386,48.96613823085822,61.68260690144833,54.330116411102395,85.69109770147892
F10000010,75.05838807385629,75.68462571641922,59.9332516439558,79.92125095202937,60.28329693074981,78.05473193746592,71.86986584432654,37.546677109692034,79.85060306562032,73.06603156294379,73.89324281749423,78.64195751134763,73.9886780894455,84.77497884831119,52.83829517822721,60.3977715814146,54.82420763552577,88.7526862494337,85.5502841239178,50.47992154295373,84.4913395426863,77.18665661738927,54.15951477697614,71.83235256799686,79.66089993815424,100.08912927927354,83.12520389356602,88.09720458497611,63.582106057195176,80.14960806676012,104.35187533643422,99.93383295949296,43.36119054510065,68.10232478447948,72.08105787517191,73.36084769171664,92.57650602223517,75.80954809600833,93.23321430164386,109.9334199844319,85.69525801732671,40.62627587145462,93.23650253270026,100.90851215449884,43.079425150169094,51.810804100460714,48.96613823085822,61.68260690144833,62.66344974443574,85.69109770147892
F10000036,83.69219730452077,79.75820039678567,73.67023293081493,102.94427424301333,85.87348697693412,88.713587059659,90.14180126187897,74.350449904891,96.56983537231906,70.36712432048763,86.36113472085206,90.28974688722755,83.91566268813628,94.51936656781156,74.40358414260854,83.0723930059288,78.52011397732834,91.5950338231358,93.52440972932959,83.70956704355176,98.76966230066968,84.1918819312722,60.72739570854557,82.26606882802889,85.42825439956286,91.7557959459402,74.7918705602327,88.09720458497611,46.915439390528505,46.81627473342679,71.01854200310088,83.26716629282629,68.36119054510064,51.43565811781283,63.74772454183859,73.36084769171664,42.57650602223515,42.476214762675006,84.89988096831051,51.60008665109856,35.695258017326715,48.959609204787945,59.90316919936693,67.5751788211655,68.07942515016909,76.81080410046071,57.299471564191556,53.34927356811501,45.99678307776908,60.69109770147893
F10000038,53.30190679903902,53.63389045818036,53.974147204823396,82.4460279306108,55.312852991219316,64.39908422166766,70.88044054333507,62.21204360503704,71.5239287457909,47.66066583093837,52.84660650142456,64.82505785863782,60.42287255593576,60.524819851212435,52.71208822496904,41.91820224543318,22.169766253673917,52.46416675829738,45.414301158860056,24.08543465097031,48.057866283885076,37.07184567875373,34.36662718103507,31.28249684811696,51.428458714975136,58.422462612606864,33.12520389356604,54.76387125164278,71.91543939052849,46.81627473342679,62.68520866976755,91.60049962615963,35.02785721176731,51.43565811781283,55.41439120850526,56.69418102504998,59.24317268890182,75.80954809600833,43.233214301643855,51.60008665109856,27.36192468399338,23.959609204787945,76.56983586603359,59.241845487832165,26.41275848350243,26.810804100460718,40.632804897524885,28.34927356811501,-12.336550255564259,35.69109770147893
