EVALUATEE_ID,EVALUATOR_ID,COMPETENCY_NAME,SCORE,ANSWER_TIME,RELATION_NAME
F10000024,F10000016,成長,3,10.855,同僚
F10000033,F10000016,興味,3,12.35,同僚
F10000019,F10000016,興味,3,12.35,同僚
F10000024,F10000016,興味,3,12.35,同僚
F10000051,F10000016,興味,3,12.35,同僚
F10000012,F10000016,興味,4,12.35,部下
F10000012,F10000016,興味,4,7.744,部下
F10000019,F10000016,興味,3,7.744,同僚
F10000051,F10000016,興味,3,7.744,同僚
F10000024,F10000016,興味,3,7.744,同僚
F10000033,F10000016,興味,3,7.744,同僚
F10000033,F10000016,興味,4,12.607000000000001,同僚
F10000051,F10000016,興味,4,12.607000000000001,同僚
F10000012,F10000016,興味,5,12.607000000000001,部下
F10000024,F10000016,興味,5,12.607000000000001,同僚
F10000019,F10000016,興味,4,12.607000000000001,同僚
F10000019,F10000016,耐性,4,8.766,同僚
F10000012,F10000016,耐性,4,8.766,部下
F10000033,F10000016,耐性,4,8.766,同僚
F10000024,F10000016,耐性,4,8.766,同僚
F10000051,F10000016,耐性,4,8.766,同僚
F10000033,F10000016,耐性,5,6.828,同僚
F10000051,F10000016,耐性,5,6.828,同僚
F10000012,F10000016,耐性,5,6.828,部下
F10000024,F10000016,耐性,5,6.828,同僚
F10000019,F10000016,耐性,5,6.828,同僚
F10000033,F10000016,耐性,4,5.981,同僚
F10000012,F10000016,耐性,4,5.981,部下
F10000019,F10000016,耐性,4,5.981,同僚
F10000024,F10000016,耐性,4,5.981,同僚
F10000051,F10000016,耐性,4,5.981,同僚
F10000024,F10000016,感情コントロール,5,5.354,同僚
F10000012,F10000016,感情コントロール,5,5.354,部下
F10000033,F10000016,感情コントロール,5,5.354,同僚
F10000019,F10000016,感情コントロール,5,5.354,同僚
F10000051,F10000016,感情コントロール,5,5.354,同僚
F10000024,F10000016,感情コントロール,5,5.659,同僚
F10000012,F10000016,感情コントロール,5,5.659,部下
F10000033,F10000016,感情コントロール,5,5.659,同僚
F10000019,F10000016,感情コントロール,5,5.659,同僚
F10000051,F10000016,感情コントロール,5,5.659,同僚
F10000033,F10000016,感情コントロール,4,9.999,同僚
F10000024,F10000016,感情コントロール,5,9.999,同僚
F10000051,F10000016,感情コントロール,5,9.999,同僚
F10000019,F10000016,感情コントロール,5,9.999,同僚
F10000012,F10000016,感情コントロール,5,9.999,部下
F10000012,F10000016,決断力,5,10.522,部下
F10000033,F10000016,決断力,4,10.522,同僚
F10000019,F10000016,決断力,5,10.522,同僚
F10000051,F10000016,決断力,5,10.522,同僚
F10000024,F10000016,決断力,5,10.522,同僚
F10000024,F10000016,決断力,5,5.549,同僚
F10000012,F10000016,決断力,5,5.549,部下
F10000019,F10000016,決断力,5,5.549,同僚
F10000051,F10000016,決断力,5,5.549,同僚
F10000033,F10000016,決断力,5,5.549,同僚
F10000024,F10000016,決断力,4,36.105000000000004,同僚
F10000019,F10000016,決断力,4,36.105000000000004,同僚
F10000051,F10000016,決断力,4,36.105000000000004,同僚
F10000012,F10000016,決断力,4,36.105000000000004,部下
F10000033,F10000016,決断力,4,36.105000000000004,同僚
F10000033,F10000016,表現力,5,8.578,同僚
F10000024,F10000016,表現力,5,8.578,同僚
F10000019,F10000016,表現力,5,8.578,同僚
F10000051,F10000016,表現力,5,8.578,同僚
F10000012,F10000016,表現力,5,8.578,部下
F10000024,F10000016,表現力,5,10.471,同僚
F10000019,F10000016,表現力,5,10.471,同僚
F10000012,F10000016,表現力,5,10.471,部下
F10000033,F10000016,表現力,4,10.471,同僚
F10000051,F10000016,表現力,5,10.471,同僚
F10000051,F10000016,表現力,5,10.351,同僚
F10000024,F10000016,表現力,5,10.351,同僚
F10000033,F10000016,表現力,4,10.351,同僚
F10000019,F10000016,表現力,5,10.351,同僚
F10000012,F10000016,表現力,5,10.351,部下
F10000024,F10000016,共感・傾聴力,5,6.822,同僚
F10000019,F10000016,共感・傾聴力,5,6.822,同僚
F10000051,F10000016,共感・傾聴力,5,6.822,同僚
F10000033,F10000016,共感・傾聴力,5,6.822,同僚
F10000012,F10000016,共感・傾聴力,5,6.822,部下
F10000033,F10000016,共感・傾聴力,5,5.721,同僚
F10000024,F10000016,共感・傾聴力,5,5.721,同僚
F10000019,F10000016,共感・傾聴力,5,5.721,同僚
F10000051,F10000016,共感・傾聴力,5,5.721,同僚
F10000012,F10000016,共感・傾聴力,5,5.721,部下
F10000024,F10000016,共感・傾聴力,5,4.932,同僚
F10000019,F10000016,共感・傾聴力,5,4.932,同僚
F10000051,F10000016,共感・傾聴力,5,4.932,同僚
F10000033,F10000016,共感・傾聴力,5,4.932,同僚
F10000012,F10000016,共感・傾聴力,5,4.932,部下
F10000024,F10000016,外交性,5,8.829,同僚
F10000012,F10000016,外交性,5,8.829,部下
F10000019,F10000016,外交性,5,8.829,同僚
F10000033,F10000016,外交性,5,8.829,同僚
F10000051,F10000016,外交性,5,8.829,同僚
F10000019,F10000016,外交性,3,12.776,同僚
F10000033,F10000016,外交性,3,12.776,同僚
F10000024,F10000016,外交性,3,12.776,同僚
F10000012,F10000016,外交性,3,12.776,部下
F10000051,F10000016,外交性,3,12.776,同僚
F10000019,F10000016,外交性,5,18.564,同僚
F10000051,F10000016,外交性,5,18.564,同僚
F10000033,F10000016,外交性,5,18.564,同僚
F10000012,F10000016,外交性,5,18.564,部下
F10000024,F10000016,外交性,4,18.564,同僚
F10000051,F10000016,柔軟性,4,8.34,同僚
F10000024,F10000016,柔軟性,4,8.34,同僚
F10000033,F10000016,柔軟性,4,8.34,同僚
F10000019,F10000016,柔軟性,4,8.34,同僚
F10000012,F10000016,柔軟性,4,8.34,部下
F10000051,F10000016,柔軟性,5,5.849,同僚
F10000012,F10000016,柔軟性,5,5.849,部下
F10000024,F10000016,柔軟性,5,5.849,同僚
F10000033,F10000016,柔軟性,5,5.849,同僚
F10000019,F10000016,柔軟性,5,5.849,同僚
F10000051,F10000016,柔軟性,5,6.75,同僚
F10000012,F10000016,柔軟性,5,6.75,部下
F10000024,F10000016,柔軟性,5,6.75,同僚
F10000033,F10000016,柔軟性,5,6.75,同僚
F10000019,F10000016,柔軟性,5,6.75,同僚
F10000033,F10000016,寛容,5,7.146,同僚
F10000012,F10000016,寛容,5,7.146,部下
F10000024,F10000016,寛容,5,7.146,同僚
F10000019,F10000016,寛容,5,7.146,同僚
F10000051,F10000016,寛容,5,7.146,同僚
F10000024,F10000016,寛容,5,6.315,同僚
F10000051,F10000016,寛容,5,6.315,同僚
F10000012,F10000016,寛容,5,6.315,部下
F10000019,F10000016,寛容,5,6.315,同僚
F10000033,F10000016,寛容,5,6.315,同僚
F10000051,F10000016,寛容,5,8.549,同僚
F10000019,F10000016,寛容,5,8.549,同僚
F10000033,F10000016,寛容,5,8.549,同僚
F10000024,F10000016,寛容,5,8.549,同僚
F10000012,F10000016,寛容,5,8.549,部下
F10000033,F10000016,影響力の行使,5,16.881,同僚
F10000024,F10000016,影響力の行使,2,16.881,同僚
F10000051,F10000016,影響力の行使,5,16.881,同僚
F10000019,F10000016,影響力の行使,2,16.881,同僚
F10000012,F10000016,影響力の行使,5,16.881,部下
F10000019,F10000016,影響力の行使,2,21.841,同僚
F10000024,F10000016,影響力の行使,2,21.841,同僚
F10000051,F10000016,影響力の行使,2,21.841,同僚
F10000033,F10000016,影響力の行使,3,21.841,同僚
F10000012,F10000016,影響力の行使,3,21.841,部下
F10000051,F10000016,影響力の行使,4,16.593,同僚
F10000012,F10000016,影響力の行使,5,16.593,部下
F10000024,F10000016,影響力の行使,2,16.593,同僚
F10000019,F10000016,影響力の行使,2,16.593,同僚
F10000033,F10000016,影響力の行使,4,16.593,同僚
F10000019,F10000016,情熱・宣教力,5,11.616,同僚
F10000012,F10000016,情熱・宣教力,5,11.616,部下
F10000051,F10000016,情熱・宣教力,5,11.616,同僚
F10000024,F10000016,情熱・宣教力,5,11.616,同僚
F10000033,F10000016,情熱・宣教力,5,11.616,同僚
F10000024,F10000016,情熱・宣教力,5,6.013,同僚
F10000051,F10000016,情熱・宣教力,5,6.013,同僚
F10000019,F10000016,情熱・宣教力,5,6.013,同僚
F10000033,F10000016,情熱・宣教力,5,6.013,同僚
F10000012,F10000016,情熱・宣教力,5,6.013,部下
F10000012,F10000016,情熱・宣教力,5,12.226,部下
F10000051,F10000016,情熱・宣教力,5,12.226,同僚
F10000033,F10000016,情熱・宣教力,5,12.226,同僚
F10000019,F10000016,情熱・宣教力,5,12.226,同僚
F10000024,F10000016,情熱・宣教力,5,12.226,同僚
F10000019,F10000016,組織への働きかけ,5,6.434,同僚
F10000051,F10000016,組織への働きかけ,5,6.434,同僚
F10000012,F10000016,組織への働きかけ,5,6.434,部下
F10000024,F10000016,組織への働きかけ,5,6.434,同僚
F10000033,F10000016,組織への働きかけ,5,6.434,同僚
F10000033,F10000016,組織への働きかけ,5,7.103,同僚
F10000012,F10000016,組織への働きかけ,5,7.103,部下
F10000024,F10000016,組織への働きかけ,5,7.103,同僚
F10000051,F10000016,組織への働きかけ,5,7.103,同僚
F10000019,F10000016,組織への働きかけ,5,7.103,同僚
F10000051,F10000016,組織への働きかけ,5,4.323,同僚
F10000019,F10000016,組織への働きかけ,5,4.323,同僚
F10000024,F10000016,組織への働きかけ,5,4.323,同僚
F10000012,F10000016,組織への働きかけ,5,4.323,部下
F10000033,F10000016,組織への働きかけ,5,4.323,同僚
F10000033,F10000016,地球市民,5,4.8950000000000005,同僚
F10000051,F10000016,地球市民,5,4.8950000000000005,同僚
F10000024,F10000016,地球市民,5,4.8950000000000005,同僚
F10000019,F10000016,地球市民,5,4.8950000000000005,同僚
F10000012,F10000016,地球市民,5,4.8950000000000005,部下
F10000019,F10000016,地球市民,3,6.172,同僚
F10000024,F10000016,地球市民,3,6.172,同僚
F10000033,F10000016,地球市民,3,6.172,同僚
F10000012,F10000016,地球市民,3,6.172,部下
F10000051,F10000016,地球市民,3,6.172,同僚
F10000051,F10000016,地球市民,3,7.876,同僚
F10000033,F10000016,地球市民,3,7.876,同僚
F10000019,F10000016,地球市民,3,7.876,同僚
F10000012,F10000016,地球市民,3,7.876,部下
F10000024,F10000016,地球市民,3,7.876,同僚
F10000012,F10000016,組織へのコミットメント,5,8.948,部下
F10000019,F10000016,組織へのコミットメント,5,8.948,同僚
F10000051,F10000016,組織へのコミットメント,5,8.948,同僚
F10000024,F10000016,組織へのコミットメント,5,8.948,同僚
F10000033,F10000016,組織へのコミットメント,4,8.948,同僚
F10000033,F10000016,組織へのコミットメント,5,5.42,同僚
F10000051,F10000016,組織へのコミットメント,5,5.42,同僚
F10000024,F10000016,組織へのコミットメント,5,5.42,同僚
F10000012,F10000016,組織へのコミットメント,5,5.42,部下
F10000019,F10000016,組織へのコミットメント,5,5.42,同僚
F10000024,F10000016,組織へのコミットメント,3,11.967,同僚
F10000019,F10000016,組織へのコミットメント,3,11.967,同僚
F10000051,F10000016,組織へのコミットメント,3,11.967,同僚
F10000012,F10000016,組織へのコミットメント,4,11.967,部下
F10000033,F10000016,組織へのコミットメント,4,11.967,同僚
F10000012,F10000016,誠実さ,3,5.808,部下
F10000019,F10000016,誠実さ,3,5.808,同僚
F10000051,F10000016,誠実さ,3,5.808,同僚
F10000024,F10000016,誠実さ,3,5.808,同僚
F10000033,F10000016,誠実さ,3,5.808,同僚
F10000051,F10000016,誠実さ,3,8.637,同僚
F10000024,F10000016,誠実さ,3,8.637,同僚
F10000019,F10000016,誠実さ,3,8.637,同僚
F10000033,F10000016,誠実さ,3,8.637,同僚
F10000012,F10000016,誠実さ,3,8.637,部下
F10000024,F10000016,誠実さ,3,15.788,同僚
F10000033,F10000016,誠実さ,3,15.788,同僚
F10000012,F10000016,誠実さ,4,15.788,部下
F10000051,F10000016,誠実さ,3,15.788,同僚
F10000019,F10000016,誠実さ,3,15.788,同僚
F10000003,F10000037,影響力の行使,1,19.725,同僚
F10000003,F10000037,影響力の行使,2,24.877,同僚
F10000003,F10000037,情熱・宣教力,2,16.638,同僚
F10000003,F10000037,組織への働きかけ,3,6.34,同僚
F10000003,F10000037,地球市民,4,6.781000000000001,同僚
F10000003,F10000037,地球市民,2,13.424,同僚
F10000003,F10000037,組織へのコミットメント,3,11.693,同僚
F10000003,F10000037,組織へのコミットメント,4,7.53,同僚
F10000003,F10000037,誠実さ,3,8.264,同僚
F10000003,F10000037,誠実さ,4,12.47,同僚
F10000055,F10000027,影響力の行使,2,23.125,上司
F10000014,F10000027,影響力の行使,3,23.125,上司
F10000049,F10000027,影響力の行使,3,23.125,上司
F10000054,F10000027,影響力の行使,2,23.125,上司
F10000041,F10000027,影響力の行使,3,23.125,上司
F10000054,F10000027,情熱・宣教力,3,23.013,上司
F10000041,F10000027,情熱・宣教力,4,23.013,上司
F10000055,F10000027,組織へのコミットメント,2,28.507,上司
F10000054,F10000027,組織へのコミットメント,2,28.507,上司
F10000049,F10000027,組織へのコミットメント,3,28.507,上司
F10000014,F10000027,組織へのコミットメント,3,28.507,上司
F10000041,F10000027,組織へのコミットメント,4,28.507,上司
F10000049,F10000027,解決意向,3,24.768,上司
F10000054,F10000027,解決意向,2,24.768,上司
F10000041,F10000027,解決意向,3,24.768,上司
F10000014,F10000027,解決意向,2,24.768,上司
F10000055,F10000027,解決意向,3,24.768,上司
F10000041,F10000027,論理的思考,4,13.086,上司
F10000055,F10000027,論理的思考,3,13.086,上司
F10000049,F10000027,論理的思考,3,13.086,上司
F10000054,F10000027,論理的思考,2,13.086,上司
F10000014,F10000027,論理的思考,2,13.086,上司
F10000049,F10000027,疑う力,1,20.408,上司
F10000041,F10000027,疑う力,3,20.408,上司
F10000016,F10000044,課題設定,4,28.669,同僚
F10000004,F10000044,課題設定,2,28.669,同僚
F10000021,F10000044,課題設定,5,28.669,同僚
F10000024,F10000044,課題設定,4,28.669,同僚
F10000042,F10000044,課題設定,3,28.669,同僚
F10000008,F10000044,課題設定,5,28.669,同僚
F10000042,F10000044,課題設定,5,361.647,同僚
F10000024,F10000044,課題設定,3,361.647,同僚
F10000021,F10000044,課題設定,3,361.647,同僚
F10000016,F10000044,課題設定,5,361.647,同僚
F10000008,F10000044,課題設定,4,361.647,同僚
F10000004,F10000044,課題設定,2,361.647,同僚
F10000016,F10000044,課題設定,4,31.830000000000002,同僚
F10000021,F10000044,課題設定,5,31.830000000000002,同僚
F10000042,F10000044,課題設定,4,31.830000000000002,同僚
F10000008,F10000044,課題設定,3,31.830000000000002,同僚
F10000004,F10000044,課題設定,1,31.830000000000002,同僚
F10000024,F10000044,課題設定,4,31.830000000000002,同僚
F10000024,F10000044,解決意向,3,118.965,同僚
F10000021,F10000044,解決意向,5,118.965,同僚
F10000004,F10000044,解決意向,1,118.965,同僚
F10000008,F10000044,解決意向,4,118.965,同僚
F10000016,F10000044,解決意向,4,118.965,同僚
F10000042,F10000044,解決意向,2,118.965,同僚
F10000008,F10000044,解決意向,4,40.026,同僚
F10000042,F10000044,解決意向,3,40.026,同僚
F10000016,F10000044,解決意向,5,40.026,同僚
F10000021,F10000044,解決意向,4,40.026,同僚
F10000024,F10000044,解決意向,5,40.026,同僚
F10000004,F10000044,解決意向,1,40.026,同僚
F10000021,F10000044,解決意向,4,26.596,同僚
F10000008,F10000044,解決意向,5,26.596,同僚
F10000024,F10000044,解決意向,5,26.596,同僚
F10000016,F10000044,解決意向,5,26.596,同僚
F10000042,F10000044,解決意向,3,26.596,同僚
F10000004,F10000044,解決意向,3,26.596,同僚
F10000042,F10000044,創造性,5,18.091,同僚
F10000024,F10000044,創造性,5,18.091,同僚
F10000004,F10000044,創造性,4,18.091,同僚
F10000021,F10000044,創造性,5,18.091,同僚
F10000008,F10000044,創造性,5,18.091,同僚
F10000016,F10000044,創造性,3,18.091,同僚
F10000008,F10000044,創造性,4,75.409,同僚
F10000021,F10000044,創造性,3,75.409,同僚
F10000042,F10000044,創造性,5,75.409,同僚
F10000004,F10000044,創造性,3,75.409,同僚
F10000016,F10000044,創造性,4,75.409,同僚
F10000024,F10000044,創造性,3,75.409,同僚
F10000024,F10000044,創造性,2,27.968,同僚
F10000021,F10000044,創造性,2,27.968,同僚
F10000008,F10000044,創造性,3,27.968,同僚
F10000004,F10000044,創造性,1,27.968,同僚
F10000016,F10000044,創造性,5,27.968,同僚
F10000042,F10000044,創造性,3,27.968,同僚
F10000021,F10000044,論理的思考,4,53.797000000000004,同僚
F10000042,F10000044,論理的思考,5,53.797000000000004,同僚
F10000004,F10000044,論理的思考,3,53.797000000000004,同僚
F10000016,F10000044,論理的思考,5,53.797000000000004,同僚
F10000008,F10000044,論理的思考,5,53.797000000000004,同僚
F10000024,F10000044,論理的思考,5,53.797000000000004,同僚
F10000042,F10000044,論理的思考,5,19.624,同僚
F10000004,F10000044,論理的思考,3,19.624,同僚
F10000016,F10000044,論理的思考,5,19.624,同僚
F10000024,F10000044,論理的思考,4,19.624,同僚
F10000021,F10000044,論理的思考,5,19.624,同僚
F10000008,F10000044,論理的思考,5,19.624,同僚
F10000016,F10000044,論理的思考,3,359.211,同僚
F10000004,F10000044,論理的思考,1,359.211,同僚
F10000042,F10000044,論理的思考,5,359.211,同僚
F10000021,F10000044,論理的思考,4,359.211,同僚
F10000008,F10000044,論理的思考,5,359.211,同僚
F10000024,F10000044,論理的思考,4,359.211,同僚
F10000021,F10000044,疑う力,3,36.53,同僚
F10000016,F10000044,疑う力,5,36.53,同僚
F10000004,F10000044,疑う力,2,36.53,同僚
F10000008,F10000044,疑う力,4,36.53,同僚
F10000042,F10000044,疑う力,2,36.53,同僚
F10000024,F10000044,疑う力,2,36.53,同僚
F10000016,F10000044,疑う力,5,33.231,同僚
F10000004,F10000044,疑う力,3,33.231,同僚
F10000021,F10000044,疑う力,4,33.231,同僚
F10000024,F10000044,疑う力,4,33.231,同僚
F10000008,F10000044,疑う力,5,33.231,同僚
F10000042,F10000044,疑う力,5,33.231,同僚
F10000042,F10000044,疑う力,5,14.883000000000001,同僚
F10000016,F10000044,疑う力,5,14.883000000000001,同僚
F10000021,F10000044,疑う力,5,14.883000000000001,同僚
F10000008,F10000044,疑う力,5,14.883000000000001,同僚
F10000024,F10000044,疑う力,5,14.883000000000001,同僚
F10000004,F10000044,疑う力,4,14.883000000000001,同僚
F10000016,F10000044,個人的実行力,4,17.452,同僚
F10000042,F10000044,個人的実行力,4,17.452,同僚
F10000008,F10000044,個人的実行力,4,17.452,同僚
F10000004,F10000044,個人的実行力,1,17.452,同僚
F10000024,F10000044,個人的実行力,5,17.452,同僚
F10000021,F10000044,個人的実行力,4,17.452,同僚
F10000042,F10000044,個人的実行力,4,164.469,同僚
F10000021,F10000044,個人的実行力,4,164.469,同僚
F10000024,F10000044,個人的実行力,5,164.469,同僚
F10000008,F10000044,個人的実行力,5,164.469,同僚
F10000016,F10000044,個人的実行力,4,164.469,同僚
F10000004,F10000044,個人的実行力,2,164.469,同僚
F10000021,F10000044,個人的実行力,5,15.893,同僚
F10000024,F10000044,個人的実行力,5,15.893,同僚
F10000042,F10000044,個人的実行力,5,15.893,同僚
