EVALUATEE_ID,EVALUATOR_ID,COMPETENCY_NAME,SCORE,ANSWER_TIME,RELATION_NAME
F10000044,F10000027,共感・傾聴力,3,15.93,上司
F10000009,F10000027,共感・傾聴力,1,15.93,上司
F10000014,F10000027,共感・傾聴力,3,15.93,上司
F10000019,F10000027,共感・傾聴力,3,15.93,上司
F10000043,F10000024,個人的実行力,3,14.619,上司
F10000054,F10000024,個人的実行力,3,14.619,部下
F10000008,F10000024,個人的実行力,3,14.619,上司
F10000043,F10000024,決断力,4,10.133000000000001,上司
F10000008,F10000024,決断力,4,10.133000000000001,上司
F10000054,F10000024,決断力,5,10.133000000000001,部下
F10000043,F10000024,影響力の行使,1,16.587,上司
F10000008,F10000024,影響力の行使,1,16.587,上司
F10000054,F10000024,影響力の行使,5,16.587,部下
F10000036,F10000020,耐性,4,19.417,部下
F10000033,F10000020,耐性,4,19.417,同僚
F10000026,F10000020,耐性,5,19.417,同僚
F10000035,F10000020,耐性,4,19.417,同僚
F10000031,F10000020,耐性,5,19.417,同僚
F10000010,F10000020,耐性,3,19.417,同僚
F10000001,F10000007,論理的思考,5,4.78,同僚
F10000047,F10000007,論理的思考,5,4.78,部下
F10000021,F10000007,論理的思考,5,4.78,同僚
F10000031,F10000020,決断力,4,36.393,同僚
F10000026,F10000020,決断力,5,36.393,同僚
F10000036,F10000020,決断力,5,36.393,部下
F10000010,F10000020,決断力,4,36.393,同僚
F10000035,F10000020,決断力,4,36.393,同僚
F10000033,F10000020,決断力,4,36.393,同僚
F10000047,F10000007,個人的実行力,5,7.413,部下
F10000001,F10000007,個人的実行力,3,7.413,同僚
F10000021,F10000007,個人的実行力,3,7.413,同僚
F10000010,F10000020,表現力,5,12.73,同僚
F10000026,F10000020,表現力,5,12.73,同僚
F10000031,F10000020,表現力,5,12.73,同僚
F10000035,F10000020,表現力,5,12.73,同僚
F10000037,F10000002,自己効力,4,6.6160000000000005,上司
F10000020,F10000033,ヴィジョン,5,13.426,同僚
F10000031,F10000033,ヴィジョン,5,13.426,同僚
F10000015,F10000045,耐性,5,11.049,部下
F10000006,F10000045,耐性,4,11.049,同僚
F10000053,F10000042,成長,3,10.189,同僚
F10000015,F10000005,決断力,4,3.926,部下
F10000009,F10000027,疑う力,2,35.822,上司
F10000004,F10000027,疑う力,3,35.822,上司
F10000019,F10000027,疑う力,3,35.822,上司
F10000014,F10000027,疑う力,4,35.822,上司
F10000044,F10000027,疑う力,3,35.822,上司
F10000004,F10000027,外交性,3,27.51,上司
F10000014,F10000027,外交性,4,27.51,上司
F10000044,F10000027,外交性,4,27.51,上司
F10000019,F10000027,外交性,2,27.51,上司
F10000009,F10000027,外交性,4,27.51,上司
F10000043,F10000024,内的価値,3,9.13,上司
F10000054,F10000024,内的価値,5,9.13,部下
F10000008,F10000024,内的価値,3,9.13,上司
F10000008,F10000024,決断力,4,7.890000000000001,上司
F10000043,F10000024,決断力,4,7.890000000000001,上司
F10000054,F10000024,決断力,4,7.890000000000001,部下
F10000043,F10000024,情熱・宣教力,4,7.859,上司
F10000008,F10000024,情熱・宣教力,4,7.859,上司
F10000054,F10000024,情熱・宣教力,4,7.859,部下
F10000036,F10000020,興味,5,16.672,部下
F10000010,F10000020,興味,5,16.672,同僚
F10000035,F10000020,興味,4,16.672,同僚
F10000031,F10000020,興味,4,16.672,同僚
F10000033,F10000020,興味,3,16.672,同僚
F10000026,F10000020,興味,4,16.672,同僚
F10000047,F10000007,解決意向,3,17.012,部下
F10000001,F10000007,解決意向,3,17.012,同僚
F10000021,F10000007,解決意向,4,17.012,同僚
F10000001,F10000007,解決意向,5,6.119,同僚
F10000021,F10000007,解決意向,5,6.119,同僚
F10000047,F10000007,解決意向,5,6.119,部下
F10000047,F10000007,解決意向,3,6.964,部下
F10000001,F10000007,解決意向,3,6.964,同僚
F10000021,F10000007,解決意向,3,6.964,同僚
F10000001,F10000007,論理的思考,2,16.002,同僚
F10000021,F10000007,論理的思考,4,16.002,同僚
F10000047,F10000007,論理的思考,4,16.002,部下
F10000021,F10000007,内的価値,4,45.156,同僚
F10000047,F10000007,内的価値,4,45.156,部下
F10000001,F10000007,内的価値,4,45.156,同僚
F10000033,F10000020,表現力,5,12.73,同僚
F10000036,F10000020,表現力,5,12.73,部下
F10000037,F10000002,自己効力,5,5.007,上司
F10000031,F10000033,ヴィジョン,4,8.187,同僚
F10000020,F10000033,ヴィジョン,4,8.187,同僚
F10000006,F10000045,感情コントロール,5,12.978,同僚
F10000015,F10000045,感情コントロール,5,12.978,部下
F10000013,F10000042,成長,2,10.561,部下
F10000015,F10000005,決断力,4,5.7540000000000004,部下
F10000014,F10000027,疑う力,4,37.01,上司
F10000009,F10000027,疑う力,1,37.01,上司
F10000044,F10000027,疑う力,3,37.01,上司
F10000004,F10000027,疑う力,3,37.01,上司
F10000019,F10000027,疑う力,3,37.01,上司
F10000019,F10000027,外交性,3,14.05,上司
F10000014,F10000027,外交性,3,14.05,上司
F10000004,F10000027,外交性,3,14.05,上司
F10000044,F10000027,外交性,3,14.05,上司
F10000009,F10000027,外交性,3,14.05,上司
F10000008,F10000024,内的価値,3,7.806,上司
F10000054,F10000024,内的価値,3,7.806,部下
F10000043,F10000024,内的価値,3,7.806,上司
F10000043,F10000024,表現力,2,10.175,上司
F10000054,F10000024,表現力,4,10.175,部下
F10000008,F10000024,表現力,2,10.175,上司
F10000008,F10000024,情熱・宣教力,4,9.129,上司
F10000043,F10000024,情熱・宣教力,4,9.129,上司
F10000054,F10000024,情熱・宣教力,5,9.129,部下
F10000035,F10000020,感情コントロール,5,15.231,同僚
F10000033,F10000020,感情コントロール,5,15.231,同僚
F10000010,F10000020,感情コントロール,4,15.231,同僚
F10000036,F10000020,感情コントロール,5,15.231,部下
F10000031,F10000020,感情コントロール,5,15.231,同僚
F10000026,F10000020,感情コントロール,5,15.231,同僚
F10000001,F10000007,疑う力,5,7.482,同僚
F10000047,F10000007,疑う力,5,7.482,部下
F10000021,F10000007,疑う力,5,7.482,同僚
F10000001,F10000007,内的価値,5,10.375,同僚
F10000047,F10000007,内的価値,4,10.375,部下
F10000021,F10000007,内的価値,4,10.375,同僚
F10000010,F10000020,表現力,5,14.765,同僚
F10000020,F10000033,ヴィジョン,5,6.09,同僚
F10000031,F10000033,ヴィジョン,5,6.09,同僚
F10000031,F10000033,自己効力,5,7.452,同僚
F10000020,F10000033,自己効力,5,7.452,同僚
F10000015,F10000045,感情コントロール,4,9.685,部下
F10000006,F10000045,感情コントロール,2,9.685,同僚
F10000020,F10000033,自己効力,5,5.577,同僚
F10000031,F10000033,自己効力,5,5.577,同僚
F10000020,F10000033,自己効力,5,6.118,同僚
F10000031,F10000033,自己効力,5,6.118,同僚
F10000006,F10000045,感情コントロール,2,7.103,同僚
F10000015,F10000045,感情コントロール,3,7.103,部下
F10000030,F10000042,成長,4,10.561,同僚
F10000015,F10000005,表現力,3,4.6930000000000005,部下
F10000031,F10000033,成長,5,7.354,同僚
F10000020,F10000033,成長,5,7.354,同僚
F10000020,F10000033,成長,5,8.925,同僚
F10000031,F10000033,成長,5,8.925,同僚
F10000006,F10000045,決断力,4,9.647,同僚
F10000015,F10000045,決断力,5,9.647,部下
F10000020,F10000033,成長,5,9.826,同僚
F10000031,F10000033,成長,5,9.826,同僚
F10000015,F10000045,決断力,5,6.925,部下
F10000006,F10000045,決断力,3,6.925,同僚
F10000053,F10000042,成長,2,10.561,同僚
F10000015,F10000005,表現力,4,4.073,部下
F10000014,F10000027,個人的実行力,4,29.522000000000002,上司
F10000004,F10000027,個人的実行力,3,29.522000000000002,上司
F10000044,F10000027,個人的実行力,3,29.522000000000002,上司
F10000009,F10000027,個人的実行力,3,29.522000000000002,上司
F10000019,F10000027,個人的実行力,3,29.522000000000002,上司
F10000009,F10000027,外交性,2,18.650000000000002,上司
F10000019,F10000027,外交性,2,18.650000000000002,上司
F10000014,F10000027,外交性,2,18.650000000000002,上司
F10000044,F10000027,外交性,2,18.650000000000002,上司
F10000004,F10000027,外交性,2,18.650000000000002,上司
F10000020,F10000033,興味,5,5.282,同僚
F10000031,F10000033,興味,5,5.282,同僚
F10000015,F10000045,決断力,4,10.929,部下
F10000006,F10000045,決断力,3,10.929,同僚
F10000011,F10000042,成長,4,10.561,同僚
F10000015,F10000005,表現力,4,7.477,部下
F10000020,F10000033,興味,5,6.081,同僚
F10000031,F10000033,興味,5,6.081,同僚
F10000006,F10000045,表現力,3,9.865,同僚
F10000015,F10000045,表現力,4,9.865,部下
F10000018,F10000042,成長,3,10.561,同僚
F10000015,F10000005,共感・傾聴力,3,4.307,部下
F10000015,F10000005,共感・傾聴力,3,4.133,部下
F10000009,F10000027,個人的実行力,3,21.776,上司
F10000014,F10000027,個人的実行力,4,21.776,上司
F10000044,F10000027,個人的実行力,3,21.776,上司
F10000004,F10000027,個人的実行力,3,21.776,上司
F10000019,F10000027,個人的実行力,3,21.776,上司
F10000014,F10000027,柔軟性,4,24.199,上司
F10000009,F10000027,柔軟性,1,24.199,上司
F10000004,F10000027,柔軟性,3,24.199,上司
F10000019,F10000027,柔軟性,4,24.199,上司
F10000037,F10000002,耐性,5,4.417,上司
F10000031,F10000033,興味,5,6.93,同僚
F10000020,F10000033,興味,5,6.93,同僚
F10000015,F10000045,表現力,4,8.035,部下
F10000006,F10000045,表現力,3,8.035,同僚
F10000053,F10000042,興味,3,10.543000000000001,同僚
F10000015,F10000005,共感・傾聴力,3,3.218,部下
F10000031,F10000033,耐性,5,18.503,同僚
F10000020,F10000033,耐性,5,18.503,同僚
F10000015,F10000045,表現力,5,14.811,部下
F10000006,F10000045,表現力,4,14.811,同僚
F10000013,F10000042,興味,4,10.543000000000001,部下
F10000015,F10000005,外交性,3,4.3100000000000005,部下
F10000019,F10000027,個人的実行力,2,31.263,上司
F10000004,F10000027,個人的実行力,1,31.263,上司
F10000044,F10000027,個人的実行力,1,31.263,上司
F10000009,F10000027,個人的実行力,1,31.263,上司
F10000014,F10000027,個人的実行力,2,31.263,上司
F10000044,F10000027,柔軟性,4,24.199,上司
F10000054,F10000024,内的価値,4,11.877,部下
F10000008,F10000024,内的価値,3,11.877,上司
F10000043,F10000024,内的価値,4,11.877,上司
F10000043,F10000024,表現力,2,7.707,上司
F10000054,F10000024,表現力,4,7.707,部下
F10000008,F10000024,表現力,2,7.707,上司
F10000008,F10000024,情熱・宣教力,5,9.263,上司
F10000043,F10000024,情熱・宣教力,5,9.263,上司
F10000054,F10000024,情熱・宣教力,5,9.263,部下
F10000035,F10000020,感情コントロール,3,14.179,同僚
F10000010,F10000020,感情コントロール,4,14.179,同僚
F10000036,F10000020,感情コントロール,3,14.179,部下
F10000031,F10000020,感情コントロール,4,14.179,同僚
F10000033,F10000020,感情コントロール,4,14.179,同僚
F10000026,F10000020,感情コントロール,3,14.179,同僚
F10000021,F10000007,疑う力,5,6.7410000000000005,同僚
F10000047,F10000007,疑う力,5,6.7410000000000005,部下
F10000001,F10000007,疑う力,5,6.7410000000000005,同僚
F10000021,F10000007,内的価値,5,5.376,同僚
F10000020,F10000033,耐性,5,6.111,同僚
F10000031,F10000033,耐性,5,6.111,同僚
F10000006,F10000045,共感・傾聴力,5,4.017,同僚
F10000015,F10000045,共感・傾聴力,5,4.017,部下
F10000030,F10000042,興味,4,10.543000000000001,同僚
F10000015,F10000005,外交性,3,5.007,部下
F10000004,F10000027,内的価値,3,35.306,上司
F10000019,F10000027,内的価値,2,35.306,上司
F10000009,F10000027,内的価値,3,35.306,上司
F10000044,F10000027,内的価値,2,35.306,上司
F10000014,F10000027,内的価値,3,35.306,上司
F10000009,F10000027,柔軟性,3,13.861,上司
F10000044,F10000027,柔軟性,2,13.861,上司
F10000019,F10000027,柔軟性,2,13.861,上司
F10000014,F10000027,柔軟性,2,13.861,上司
F10000004,F10000027,柔軟性,2,13.861,上司
F10000054,F10000024,ヴィジョン,3,9.053,部下
F10000043,F10000024,ヴィジョン,3,9.053,上司
F10000008,F10000024,ヴィジョン,3,9.053,上司
F10000008,F10000024,表現力,2,13.277000000000001,上司
F10000043,F10000024,表現力,2,13.277000000000001,上司
F10000054,F10000024,表現力,4,13.277000000000001,部下
F10000043,F10000024,組織への働きかけ,5,5.303,上司
F10000008,F10000024,組織への働きかけ,5,5.303,上司
F10000054,F10000024,組織への働きかけ,5,5.303,部下
F10000054,F10000024,組織への働きかけ,4,6.94,部下
F10000008,F10000024,組織への働きかけ,4,6.94,上司
F10000043,F10000024,組織への働きかけ,4,6.94,上司
F10000031,F10000033,耐性,5,9.847,同僚
F10000020,F10000033,耐性,5,9.847,同僚
F10000006,F10000045,共感・傾聴力,4,7.2170000000000005,同僚
F10000015,F10000045,共感・傾聴力,4,7.2170000000000005,部下
F10000018,F10000042,興味,5,10.543000000000001,同僚
F10000015,F10000005,外交性,3,3.5140000000000002,部下
F10000014,F10000027,内的価値,3,18.322,上司
F10000009,F10000027,内的価値,1,18.322,上司
F10000004,F10000027,内的価値,3,18.322,上司
F10000044,F10000027,内的価値,2,18.322,上司
F10000019,F10000027,内的価値,2,18.322,上司
F10000004,F10000027,柔軟性,3,10.565,上司
F10000014,F10000027,柔軟性,3,10.565,上司
F10000019,F10000027,柔軟性,3,10.565,上司
F10000044,F10000027,柔軟性,3,10.565,上司
F10000009,F10000027,柔軟性,3,10.565,上司
F10000008,F10000024,ヴィジョン,3,10.561,上司
F10000054,F10000024,ヴィジョン,4,10.561,部下
F10000043,F10000024,ヴィジョン,3,10.561,上司
F10000054,F10000024,共感・傾聴力,3,12.57,部下
F10000043,F10000024,共感・傾聴力,3,12.57,上司
F10000008,F10000024,共感・傾聴力,4,12.57,上司
F10000054,F10000024,組織への働きかけ,3,8.254,部下
F10000043,F10000024,組織への働きかけ,3,8.254,上司
F10000008,F10000024,組織への働きかけ,3,8.254,上司
F10000020,F10000033,感情コントロール,5,5.932,同僚
F10000031,F10000033,感情コントロール,5,5.932,同僚
F10000015,F10000045,共感・傾聴力,5,7.072,部下
F10000006,F10000045,共感・傾聴力,5,7.072,同僚
F10000011,F10000042,興味,4,10.543000000000001,同僚
F10000015,F10000005,柔軟性,3,5.05,部下
F10000019,F10000027,内的価値,2,32.327,上司
F10000014,F10000027,内的価値,2,32.327,上司
F10000020,F10000033,感情コントロール,5,6.886,同僚
F10000031,F10000033,感情コントロール,5,6.886,同僚
F10000006,F10000045,外交性,5,7.348,同僚
F10000015,F10000045,外交性,5,7.348,部下
F10000006,F10000045,外交性,4,6.344,同僚
F10000015,F10000045,外交性,4,6.344,部下
F10000011,F10000042,興味,3,10.965,同僚
F10000015,F10000005,柔軟性,4,5.6450000000000005,部下
F10000015,F10000005,柔軟性,4,3.176,部下
F10000009,F10000027,内的価値,2,32.327,上司
F10000044,F10000027,内的価値,2,32.327,上司
F10000004,F10000027,内的価値,2,32.327,上司
F10000019,F10000027,寛容,4,33.864,上司
F10000009,F10000027,寛容,1,33.864,上司
F10000004,F10000027,寛容,3,33.864,上司
F10000014,F10000027,寛容,4,33.864,上司
F10000044,F10000027,寛容,4,33.864,上司
F10000054,F10000024,ヴィジョン,3,8.012,部下
F10000043,F10000024,ヴィジョン,3,8.012,上司
F10000008,F10000024,ヴィジョン,4,8.012,上司
F10000043,F10000024,共感・傾聴力,2,11.198,上司
F10000054,F10000024,共感・傾聴力,3,11.198,部下
F10000008,F10000024,共感・傾聴力,2,11.198,上司
F10000043,F10000024,地球市民,3,11.156,上司
F10000054,F10000024,地球市民,3,11.156,部下
F10000008,F10000024,地球市民,3,11.156,上司
F10000010,F10000020,耐性,3,13.656,同僚
F10000031,F10000020,耐性,3,13.656,同僚
F10000035,F10000020,耐性,3,13.656,同僚
F10000036,F10000020,耐性,5,13.656,部下
F10000026,F10000020,耐性,5,13.656,同僚
F10000033,F10000020,耐性,3,13.656,同僚
F10000001,F10000007,創造性,3,14.203000000000001,同僚
F10000047,F10000007,創造性,5,14.203000000000001,部下
F10000021,F10000007,創造性,4,14.203000000000001,同僚
F10000047,F10000007,疑う力,5,7.4670000000000005,部下
F10000031,F10000033,感情コントロール,5,6.631,同僚
F10000020,F10000033,感情コントロール,5,6.631,同僚
F10000015,F10000045,外交性,4,15.597,部下
F10000006,F10000045,外交性,4,15.597,同僚
F10000015,F10000005,寛容,3,6.758,部下
F10000015,F10000005,寛容,3,4.357,部下
F10000014,F10000027,ヴィジョン,1,20.25,上司
F10000009,F10000027,ヴィジョン,1,20.25,上司
F10000004,F10000027,ヴィジョン,1,20.25,上司
F10000044,F10000027,ヴィジョン,1,20.25,上司
F10000019,F10000027,ヴィジョン,1,20.25,上司
F10000009,F10000027,寛容,1,15.575000000000001,上司
F10000014,F10000027,寛容,4,15.575000000000001,上司
F10000044,F10000027,寛容,4,15.575000000000001,上司
F10000004,F10000027,寛容,3,15.575000000000001,上司
F10000019,F10000027,寛容,3,15.575000000000001,上司
F10000043,F10000024,課題設定,3,17.405,上司
F10000008,F10000024,課題設定,3,17.405,上司
F10000054,F10000024,課題設定,5,17.405,部下
F10000008,F10000024,自己効力,2,9.986,上司
F10000043,F10000024,自己効力,3,9.986,上司
F10000054,F10000024,自己効力,5,9.986,部下
F10000054,F10000024,共感・傾聴力,5,11.361,部下
F10000043,F10000024,共感・傾聴力,3,11.361,上司
F10000008,F10000024,共感・傾聴力,4,11.361,上司
F10000043,F10000024,地球市民,3,9.023,上司
F10000054,F10000024,地球市民,3,9.023,部下
F10000008,F10000024,地球市民,3,9.023,上司
F10000020,F10000033,決断力,5,14.777000000000001,同僚
F10000031,F10000033,決断力,5,14.777000000000001,同僚
F10000006,F10000045,柔軟性,3,5.978,同僚
F10000015,F10000045,柔軟性,4,5.978,部下
F10000030,F10000042,興味,3,10.965,同僚
F10000015,F10000005,寛容,4,4.773,部下
F10000044,F10000027,ヴィジョン,1,25.532,上司
F10000004,F10000027,ヴィジョン,1,25.532,上司
F10000019,F10000027,ヴィジョン,1,25.532,上司
F10000009,F10000027,ヴィジョン,1,25.532,上司
F10000014,F10000027,ヴィジョン,3,25.532,上司
F10000014,F10000027,寛容,4,28.875,上司
F10000044,F10000027,寛容,4,28.875,上司
F10000019,F10000027,寛容,4,28.875,上司
F10000009,F10000027,寛容,2,28.875,上司
F10000004,F10000027,寛容,3,28.875,上司
F10000054,F10000024,課題設定,5,20.332,部下
F10000008,F10000024,課題設定,2,20.332,上司
F10000043,F10000024,課題設定,2,20.332,上司
F10000043,F10000024,自己効力,3,8.288,上司
F10000054,F10000024,自己効力,5,8.288,部下
F10000008,F10000024,自己効力,5,8.288,上司
F10000008,F10000024,外交性,4,9.965,上司
F10000054,F10000024,外交性,4,9.965,部下
F10000043,F10000024,外交性,3,9.965,上司
F10000008,F10000024,地球市民,1,9.382,上司
F10000054,F10000024,地球市民,1,9.382,部下
F10000043,F10000024,地球市民,1,9.382,上司
F10000021,F10000007,課題設定,4,12.919,同僚
F10000031,F10000033,決断力,5,5.1290000000000004,同僚
F10000020,F10000033,決断力,5,5.1290000000000004,同僚
F10000020,F10000033,決断力,5,7.587,同僚
F10000031,F10000033,決断力,5,7.587,同僚
F10000015,F10000045,柔軟性,4,6.588,部下
F10000006,F10000045,柔軟性,4,6.588,同僚
F10000053,F10000042,興味,3,10.965,同僚
F10000015,F10000005,影響力の行使,3,5.3950000000000005,部下
F10000015,F10000005,影響力の行使,3,4.707,部下
F10000009,F10000027,ヴィジョン,2,13.924,上司
F10000014,F10000027,ヴィジョン,1,13.924,上司
F10000019,F10000027,ヴィジョン,1,13.924,上司
F10000044,F10000027,ヴィジョン,1,13.924,上司
F10000004,F10000027,ヴィジョン,1,13.924,上司
F10000019,F10000027,影響力の行使,3,13.083,上司
F10000004,F10000027,影響力の行使,3,13.083,上司
F10000044,F10000027,影響力の行使,3,13.083,上司
F10000009,F10000027,影響力の行使,2,13.083,上司
F10000014,F10000027,影響力の行使,3,13.083,上司
F10000054,F10000024,課題設定,4,10.682,部下
F10000008,F10000024,課題設定,2,10.682,上司
F10000043,F10000024,課題設定,2,10.682,上司
F10000054,F10000024,自己効力,2,10.144,部下
F10000043,F10000024,自己効力,2,10.144,上司
F10000008,F10000024,自己効力,5,10.144,上司
F10000054,F10000024,外交性,5,14.583,部下
F10000008,F10000024,外交性,4,14.583,上司
F10000043,F10000024,外交性,2,14.583,上司
F10000054,F10000024,組織へのコミットメント,5,9.03,部下
F10000043,F10000024,組織へのコミットメント,5,9.03,上司
F10000008,F10000024,組織へのコミットメント,5,9.03,上司
F10000020,F10000033,表現力,5,5.476,同僚
F10000031,F10000033,表現力,5,5.476,同僚
F10000006,F10000045,柔軟性,3,9.211,同僚
F10000015,F10000045,柔軟性,5,9.211,部下
F10000015,F10000005,影響力の行使,3,7.51,部下
F10000019,F10000027,自己効力,2,17.106,上司
F10000020,F10000033,表現力,5,5.253,同僚
F10000031,F10000033,表現力,5,5.253,同僚
F10000006,F10000045,寛容,3,10.643,同僚
F10000015,F10000045,寛容,4,10.643,部下
F10000018,F10000042,興味,5,10.965,同僚
F10000015,F10000005,情熱・宣教力,3,7.526,部下
F10000015,F10000005,情熱・宣教力,4,3.846,部下
F10000004,F10000027,自己効力,2,17.106,上司
F10000009,F10000027,自己効力,2,17.106,上司
F10000044,F10000027,自己効力,2,17.106,上司
F10000014,F10000027,自己効力,2,17.106,上司
F10000004,F10000027,影響力の行使,3,19.475,上司
F10000009,F10000027,影響力の行使,1,19.475,上司
F10000019,F10000027,影響力の行使,2,19.475,上司
F10000044,F10000027,影響力の行使,2,19.475,上司
F10000014,F10000027,影響力の行使,3,19.475,上司
F10000043,F10000024,解決意向,3,13.21,上司
F10000008,F10000024,解決意向,5,13.21,上司
F10000054,F10000024,解決意向,4,13.21,部下
F10000008,F10000024,成長,5,8.489,上司
F10000043,F10000024,成長,3,8.489,上司
F10000054,F10000024,成長,3,8.489,部下
F10000054,F10000024,成長,5,7.904,部下
F10000008,F10000024,成長,5,7.904,上司
